Retailer	Retailer ID	Invoice Date	Region	State	City	Product	Price per Unit	Units Sold	Total Sales	Operating Profit	Operating Margin	Sales Method
West Gear	1128299	05/03/2020	West	Nevada	Las Vegas	Women's Street Footwear	55.00	106	5830.00	2681.80	0.46	Online
West Gear	1128299	06/03/2020	West	Nevada	Las Vegas	Women's Athletic Footwear	56.00	108	6048.00	2479.68	0.41	Online
West Gear	1128299	07/03/2020	West	Nevada	Las Vegas	Men's Apparel	64.00	88	5632.00	3604.48	0.64	Online
West Gear	1128299	08/03/2020	West	Nevada	Las Vegas	Women's Apparel	68.00	133	9044.00	2351.44	0.26	Online
West Gear	1128299	09/03/2020	West	Nevada	Las Vegas	Men's Street Footwear	58.00	196	11368.00	5342.96	0.47	Online
West Gear	1128299	10/03/2020	West	Nevada	Las Vegas	Men's Athletic Footwear	62.00	189	11718.00	3984.12	0.34	Online
West Gear	1128299	11/03/2020	West	Nevada	Las Vegas	Women's Street Footwear	59.00	119	7021.00	3299.87	0.47	Online
West Gear	1128299	12/03/2020	West	Nevada	Las Vegas	Women's Athletic Footwear	57.00	133	7581.00	3335.64	0.44	Online
West Gear	1128299	13/03/2020	West	Nevada	Las Vegas	Men's Apparel	69.00	112	7728.00	4636.80	0.60	Online
West Gear	1128299	14/03/2020	West	Nevada	Las Vegas	Women's Apparel	74.00	150	11100.00	2997.00	0.27	Online
West Gear	1128299	15/03/2020	West	Nevada	Las Vegas	Men's Street Footwear	28.00	123	3444.00	1722.00	0.50	Online
West Gear	1128299	16/03/2020	West	Nevada	Las Vegas	Men's Athletic Footwear	38.00	123	4674.00	1542.42	0.33	Online
West Gear	1128299	17/03/2020	West	Nevada	Las Vegas	Women's Street Footwear	39.00	115	4485.00	2063.10	0.46	Online
West Gear	1128299	18/03/2020	West	Nevada	Las Vegas	Women's Athletic Footwear	38.00	72	2736.00	1231.20	0.45	Online
West Gear	1128299	19/03/2020	West	Colorado	Denver	Men's Apparel	41.00	56	2296.00	1469.44	0.64	Online
West Gear	1128299	20/03/2020	West	Colorado	Denver	Women's Apparel	37.00	128	4736.00	1231.36	0.26	Online
West Gear	1128299	21/03/2020	West	Colorado	Denver	Men's Street Footwear	27.00	131	3537.00	1697.76	0.48	Online
West Gear	1128299	22/03/2020	West	Colorado	Denver	Men's Athletic Footwear	38.00	111	4218.00	1265.40	0.30	Online
West Gear	1128299	23/03/2020	West	Colorado	Denver	Women's Street Footwear	38.00	123	4674.00	2337.00	0.50	Online
West Gear	1128299	24/03/2020	West	Colorado	Denver	Women's Athletic Footwear	36.00	72	2592.00	1166.40	0.45	Online
West Gear	1128299	25/03/2020	West	Colorado	Denver	Men's Apparel	43.00	58	2494.00	1546.28	0.62	Online
West Gear	1128299	26/03/2020	West	Colorado	Denver	Women's Apparel	37.00	116	4292.00	1158.84	0.27	Online
West Gear	1128299	27/03/2020	West	Colorado	Denver	Men's Street Footwear	37.00	165	6105.00	2930.40	0.48	Online
West Gear	1128299	28/03/2020	West	Colorado	Denver	Men's Athletic Footwear	48.00	112	5376.00	1827.84	0.34	Online
West Gear	1128299	29/03/2020	West	Colorado	Denver	Women's Street Footwear	51.00	116	5916.00	2898.84	0.49	Online
West Gear	1128299	30/03/2020	West	Colorado	Denver	Women's Athletic Footwear	51.00	90	4590.00	1973.70	0.43	Online
West Gear	1128299	31/03/2020	West	Colorado	Denver	Men's Apparel	56.00	39	2184.00	1310.40	0.60	Online
West Gear	1128299	01/04/2020	West	Colorado	Denver	Women's Apparel	52.00	95	4940.00	1432.60	0.29	Online
West Gear	1128299	02/04/2020	West	Colorado	Denver	Men's Street Footwear	55.00	131	7205.00	3386.35	0.47	Online
West Gear	1128299	03/04/2020	West	Colorado	Denver	Men's Athletic Footwear	59.00	94	5546.00	1941.10	0.35	Online
West Gear	1128299	04/04/2020	West	Colorado	Denver	Women's Street Footwear	61.00	113	6893.00	3446.50	0.50	Online
West Gear	1128299	05/04/2020	West	Colorado	Denver	Women's Athletic Footwear	56.00	74	4144.00	1781.92	0.43	Online
West Gear	1128299	06/04/2020	West	Colorado	Denver	Men's Apparel	62.00	44	2728.00	1664.08	0.61	Online
West Gear	1128299	07/04/2020	West	Colorado	Denver	Women's Apparel	72.00	98	7056.00	1764.00	0.25	Online
West Gear	1128299	08/04/2020	West	Colorado	Denver	Men's Street Footwear	55.00	131	7205.00	4395.05	0.61	Online
West Gear	1128299	09/04/2020	West	Colorado	Denver	Men's Athletic Footwear	60.00	105	6300.00	2898.00	0.46	Online
West Gear	1128299	10/04/2020	West	Colorado	Denver	Women's Street Footwear	59.00	98	5782.00	3469.20	0.60	Online
West Gear	1128299	11/04/2020	West	Colorado	Denver	Women's Athletic Footwear	58.00	69	4002.00	2361.18	0.59	Online
West Gear	1128299	12/04/2020	West	Colorado	Denver	Men's Apparel	63.00	44	2772.00	2106.72	0.76	Online
West Gear	1128299	13/04/2020	West	Colorado	Denver	Women's Apparel	74.00	133	9842.00	4232.06	0.43	Online
West Gear	1128299	14/04/2020	West	Colorado	Denver	Men's Street Footwear	54.00	189	10206.00	6531.84	0.64	Online
West Gear	1128299	15/04/2020	West	Colorado	Denver	Men's Athletic Footwear	59.00	144	8496.00	4248.00	0.50	Online
West Gear	1128299	16/04/2020	West	Colorado	Denver	Women's Street Footwear	64.00	150	9600.00	6144.00	0.64	Online
West Gear	1128299	17/04/2020	West	Colorado	Denver	Women's Athletic Footwear	62.00	135	8370.00	5022.00	0.60	Online
West Gear	1128299	18/04/2020	West	Colorado	Denver	Men's Apparel	66.00	91	6006.00	4624.62	0.77	Online
West Gear	1128299	19/04/2020	West	Colorado	Denver	Women's Apparel	83.00	181	15023.00	6459.89	0.43	Online
West Gear	1128299	20/04/2020	West	Colorado	Denver	Men's Street Footwear	64.00	202	12928.00	7756.80	0.60	Online
West Gear	1128299	21/04/2020	West	Colorado	Denver	Men's Athletic Footwear	67.00	188	12596.00	5038.40	0.40	Online
West Gear	1128299	22/04/2020	West	Colorado	Denver	Women's Street Footwear	67.00	161	10787.00	5932.85	0.55	Online
West Gear	1128299	23/04/2020	West	Colorado	Denver	Women's Athletic Footwear	61.00	143	8723.00	4535.96	0.52	Online
West Gear	1128299	24/04/2020	West	Colorado	Denver	Men's Apparel	67.00	131	8777.00	6143.90	0.70	Online
West Gear	1128299	25/04/2020	West	Colorado	Denver	Women's Apparel	78.00	137	10686.00	4274.40	0.40	Online
West Gear	1128299	26/04/2020	West	Colorado	Denver	Men's Street Footwear	63.00	196	12348.00	7285.32	0.59	Online
West Gear	1128299	27/04/2020	West	Colorado	Denver	Men's Athletic Footwear	73.00	189	13797.00	5794.74	0.42	Online
West Gear	1128299	28/04/2020	West	Colorado	Denver	Women's Street Footwear	67.00	143	9581.00	5461.17	0.57	Online
West Gear	1128299	29/04/2020	West	Colorado	Denver	Women's Athletic Footwear	63.00	135	8505.00	4592.70	0.54	Online
West Gear	1128299	30/04/2020	West	Colorado	Denver	Men's Apparel	74.00	140	10360.00	7562.80	0.73	Online
West Gear	1128299	01/05/2020	West	Colorado	Denver	Women's Apparel	74.00	100	7400.00	2590.00	0.35	Online
West Gear	1128299	02/05/2020	West	Colorado	Denver	Men's Street Footwear	59.00	162	9558.00	5065.74	0.53	Online
West Gear	1128299	03/05/2020	West	Colorado	Denver	Men's Athletic Footwear	69.00	168	11592.00	4173.12	0.36	Online
West Gear	1128299	04/05/2020	West	Colorado	Denver	Women's Street Footwear	60.00	113	6780.00	3390.00	0.50	Online
West Gear	1128299	05/05/2020	West	Colorado	Denver	Women's Athletic Footwear	59.00	100	5900.00	2832.00	0.48	Online
West Gear	1128299	06/05/2020	West	Colorado	Denver	Men's Apparel	74.00	120	8880.00	6127.20	0.69	Online
West Gear	1128299	07/05/2020	West	Colorado	Denver	Women's Apparel	65.00	106	6890.00	2135.90	0.31	Online
West Gear	1128299	08/05/2020	West	Colorado	Denver	Men's Street Footwear	51.00	137	6987.00	3493.50	0.50	Online
West Gear	1128299	09/05/2020	West	Colorado	Denver	Men's Athletic Footwear	54.00	152	8208.00	2872.80	0.35	Online
West Gear	1128299	10/05/2020	West	Colorado	Denver	Women's Street Footwear	51.00	102	5202.00	2601.00	0.50	Online
West Gear	1128299	11/05/2020	West	Colorado	Denver	Women's Athletic Footwear	53.00	85	4505.00	2072.30	0.46	Online
West Gear	1128299	12/05/2020	West	Colorado	Denver	Men's Apparel	64.00	75	4800.00	3168.00	0.66	Online
West Gear	1128299	13/05/2020	West	Colorado	Denver	Women's Apparel	65.00	105	6825.00	2047.50	0.30	Online
West Gear	1128299	14/05/2020	West	Colorado	Denver	Men's Street Footwear	52.00	150	7800.00	4290.00	0.55	Online
West Gear	1128299	15/05/2020	West	Colorado	Denver	Men's Athletic Footwear	55.00	150	8250.00	3052.50	0.37	Online
West Gear	1128299	16/05/2020	West	Colorado	Denver	Women's Street Footwear	51.00	128	6528.00	3459.84	0.53	Online
West Gear	1128299	17/05/2020	West	Colorado	Denver	Women's Athletic Footwear	60.00	116	6960.00	3340.80	0.48	Online
West Gear	1128299	18/05/2020	West	Colorado	Denver	Men's Apparel	68.00	105	7140.00	4926.60	0.69	Online
West Gear	1128299	19/05/2020	West	Colorado	Denver	Women's Apparel	73.00	130	9490.00	2941.90	0.31	Online
West Gear	1128299	20/05/2020	West	Colorado	Denver	Men's Street Footwear	59.00	203	11977.00	6228.04	0.52	Online
West Gear	1128299	21/05/2020	West	Colorado	Denver	Men's Athletic Footwear	64.00	182	11648.00	4426.24	0.38	Online
West Gear	1128299	22/05/2020	West	Colorado	Denver	Women's Street Footwear	60.00	125	7500.00	4125.00	0.55	Online
West Gear	1128299	23/05/2020	West	Colorado	Denver	Women's Athletic Footwear	63.00	125	7875.00	3543.75	0.45	Online
West Gear	1128299	24/05/2020	West	Colorado	Denver	Men's Apparel	68.00	115	7820.00	5239.40	0.67	Online
West Gear	1128299	25/05/2020	West	Colorado	Denver	Women's Apparel	75.00	137	10275.00	3390.75	0.33	Online
West Gear	1128299	26/05/2020	West	Colorado	Denver	Men's Street Footwear	36.00	117	4212.00	1726.92	0.41	Online
West Gear	1128299	27/05/2020	West	Colorado	Denver	Men's Athletic Footwear	48.00	131	6288.00	2515.20	0.40	Online
West Gear	1128299	28/05/2020	West	Colorado	Denver	Women's Street Footwear	46.00	135	6210.00	2173.50	0.35	Online
West Gear	1128299	29/05/2020	West	Colorado	Denver	Women's Athletic Footwear	49.00	78	3822.00	1567.02	0.41	Online
West Gear	1128299	30/05/2020	West	Washington	Seattle	Men's Apparel	51.00	73	3723.00	1451.97	0.39	Online
West Gear	1128299	31/05/2020	West	Washington	Seattle	Women's Apparel	46.00	125	5750.00	1782.50	0.31	Online
West Gear	1128299	01/06/2020	West	Washington	Seattle	Men's Street Footwear	36.00	138	4968.00	2136.24	0.43	Online
West Gear	1128299	02/06/2020	West	Washington	Seattle	Men's Athletic Footwear	47.00	131	6157.00	2401.23	0.39	Online
West Gear	1128299	03/06/2020	West	Washington	Seattle	Women's Street Footwear	47.00	122	5734.00	2236.26	0.39	Online
West Gear	1128299	04/06/2020	West	Washington	Seattle	Women's Athletic Footwear	48.00	87	4176.00	1753.92	0.42	Online
West Gear	1128299	05/06/2020	West	Washington	Seattle	Men's Apparel	52.00	65	3380.00	1352.00	0.40	Online
West Gear	1128299	06/06/2020	West	Washington	Seattle	Women's Apparel	46.00	123	5658.00	1753.98	0.31	Online
West Gear	1128299	07/06/2020	West	Washington	Seattle	Men's Street Footwear	46.00	167	7682.00	3456.90	0.45	Online
West Gear	1128299	08/06/2020	West	Washington	Seattle	Men's Athletic Footwear	58.00	115	6670.00	2401.20	0.36	Online
West Gear	1128299	09/06/2020	West	Washington	Seattle	Women's Street Footwear	60.00	115	6900.00	2760.00	0.40	Online
West Gear	1128299	10/06/2020	West	Washington	Seattle	Women's Athletic Footwear	64.00	85	5440.00	2284.80	0.42	Online
West Gear	1128299	11/06/2020	West	Washington	Seattle	Men's Apparel	69.00	46	3174.00	1206.12	0.38	Online
West Gear	1128299	12/06/2020	West	Washington	Seattle	Women's Apparel	62.00	105	6510.00	2213.40	0.34	Online
West Gear	1128299	13/06/2020	West	Washington	Seattle	Men's Street Footwear	68.00	160	10880.00	4787.20	0.44	Online
West Gear	1128299	14/06/2020	West	Washington	Seattle	Men's Athletic Footwear	71.00	88	6248.00	2436.72	0.39	Online
West Gear	1128299	15/06/2020	West	Washington	Seattle	Women's Street Footwear	74.00	120	8880.00	3463.20	0.39	Online
West Gear	1128299	16/06/2020	West	Washington	Seattle	Women's Athletic Footwear	55.00	90	4950.00	2079.00	0.42	Online
West Gear	1128299	17/06/2020	West	Washington	Seattle	Men's Apparel	59.00	56	3304.00	1321.60	0.40	Online
West Gear	1128299	18/06/2020	West	Washington	Seattle	Women's Apparel	78.00	88	6864.00	2196.48	0.32	Online
West Gear	1128299	19/06/2020	West	Washington	Seattle	Men's Street Footwear	55.00	165	9075.00	3720.75	0.41	Online
West Gear	1128299	20/06/2020	West	Washington	Seattle	Men's Athletic Footwear	60.00	108	6480.00	2462.40	0.38	Online
West Gear	1128299	21/06/2020	West	Washington	Seattle	Women's Street Footwear	61.00	120	7320.00	2781.60	0.38	Online
West Gear	1128299	22/06/2020	West	Washington	Seattle	Women's Athletic Footwear	59.00	90	5310.00	2336.40	0.44	Online
West Gear	1128299	23/06/2020	West	Washington	Seattle	Men's Apparel	60.00	52	3120.00	1185.60	0.38	Online
West Gear	1128299	24/06/2020	West	Washington	Seattle	Women's Apparel	75.00	125	9375.00	3093.75	0.33	Online
West Gear	1128299	25/06/2020	West	Washington	Seattle	Men's Street Footwear	71.00	195	13845.00	5814.90	0.42	Online
West Gear	1128299	26/06/2020	West	Washington	Seattle	Men's Athletic Footwear	74.00	188	13912.00	5147.44	0.37	Online
West Gear	1128299	27/06/2020	West	Washington	Seattle	Women's Street Footwear	72.00	163	11736.00	4459.68	0.38	Online
West Gear	1128299	28/06/2020	West	Washington	Seattle	Women's Athletic Footwear	75.00	125	9375.00	3750.00	0.40	Online
West Gear	1128299	29/06/2020	West	Washington	Seattle	Men's Apparel	82.00	105	8610.00	3357.90	0.39	Online
West Gear	1128299	30/06/2020	West	Washington	Seattle	Women's Apparel	98.00	182	17836.00	6064.24	0.34	Online
West Gear	1128299	01/07/2020	West	Washington	Seattle	Men's Street Footwear	73.00	239	17447.00	6978.80	0.40	Online
West Gear	1128299	02/07/2020	West	Washington	Seattle	Men's Athletic Footwear	82.00	182	14924.00	5372.64	0.36	Online
West Gear	1128299	03/07/2020	West	Washington	Seattle	Women's Street Footwear	78.00	175	13650.00	4777.50	0.35	Online
West Gear	1128299	04/07/2020	West	Washington	Seattle	Women's Athletic Footwear	78.00	137	10686.00	4381.26	0.41	Online
West Gear	1128299	05/07/2020	West	Washington	Seattle	Men's Apparel	77.00	144	11088.00	3880.80	0.35	Online
West Gear	1128299	06/07/2020	West	Washington	Seattle	Women's Apparel	95.00	155	14725.00	5153.75	0.35	Online
West Gear	1128299	07/07/2020	West	Washington	Seattle	Men's Street Footwear	80.00	217	17360.00	7812.00	0.45	Online
West Gear	1128299	08/07/2020	West	Washington	Seattle	Men's Athletic Footwear	77.00	210	16170.00	6306.30	0.39	Online
West Gear	1128299	09/07/2020	West	Washington	Seattle	Women's Street Footwear	73.00	163	11899.00	4164.65	0.35	Online
West Gear	1128299	10/07/2020	West	Washington	Seattle	Women's Athletic Footwear	74.00	155	11470.00	5046.80	0.44	Online
West Gear	1128299	11/07/2020	West	Washington	Seattle	Men's Apparel	71.00	155	11005.00	4291.95	0.39	Online
West Gear	1128299	12/07/2020	West	Washington	Seattle	Women's Apparel	76.00	108	8208.00	2708.64	0.33	Online
West Gear	1128299	13/07/2020	West	Washington	Seattle	Men's Street Footwear	64.00	156	9984.00	4093.44	0.41	Online
West Gear	1128299	14/07/2020	West	Washington	Seattle	Men's Athletic Footwear	71.00	174	12354.00	4323.90	0.35	Online
West Gear	1128299	15/07/2020	West	Washington	Seattle	Women's Street Footwear	63.00	135	8505.00	3146.85	0.37	Online
West Gear	1128299	16/07/2020	West	Washington	Seattle	Women's Athletic Footwear	67.00	112	7504.00	3001.60	0.40	Online
West Gear	1128299	17/07/2020	West	Washington	Seattle	Men's Apparel	72.00	111	7992.00	3196.80	0.40	Online
West Gear	1128299	18/07/2020	West	Washington	Seattle	Women's Apparel	62.00	113	7006.00	2452.10	0.35	Online
West Gear	1128299	19/07/2020	West	Washington	Seattle	Men's Street Footwear	58.00	149	8642.00	3456.80	0.40	Online
West Gear	1128299	20/07/2020	West	Washington	Seattle	Men's Athletic Footwear	64.00	138	8832.00	3267.84	0.37	Online
West Gear	1128299	21/07/2020	West	Washington	Seattle	Women's Street Footwear	56.00	113	6328.00	2278.08	0.36	Online
West Gear	1128299	22/07/2020	West	Washington	Seattle	Women's Athletic Footwear	58.00	98	5684.00	2500.96	0.44	Online
West Gear	1128299	23/07/2020	West	Washington	Seattle	Men's Apparel	69.00	94	6486.00	2270.10	0.35	Online
West Gear	1128299	24/07/2020	West	Washington	Seattle	Women's Apparel	71.00	101	7171.00	2509.85	0.35	Online
West Gear	1128299	25/07/2020	West	Washington	Seattle	Men's Street Footwear	54.00	162	8748.00	3849.12	0.44	Online
West Gear	1128299	26/07/2020	West	Washington	Seattle	Men's Athletic Footwear	60.00	188	11280.00	4173.60	0.37	Online
West Gear	1128299	27/07/2020	West	Washington	Seattle	Women's Street Footwear	54.00	124	6696.00	2477.52	0.37	Online
West Gear	1128299	28/07/2020	West	Washington	Seattle	Women's Athletic Footwear	69.00	117	8073.00	3471.39	0.43	Online
West Gear	1128299	29/07/2020	West	Washington	Seattle	Men's Apparel	85.00	115	9775.00	3910.00	0.40	Online
West Gear	1128299	30/07/2020	West	Washington	Seattle	Women's Apparel	88.00	138	12144.00	3764.64	0.31	Online
West Gear	1128299	31/07/2020	West	Washington	Seattle	Men's Street Footwear	78.00	188	14664.00	5865.60	0.40	Online
West Gear	1128299	01/08/2020	West	Washington	Seattle	Men's Athletic Footwear	77.00	195	15015.00	5705.70	0.38	Online
West Gear	1128299	02/08/2020	West	Washington	Seattle	Women's Street Footwear	73.00	138	10074.00	3928.86	0.39	Online
West Gear	1128299	03/08/2020	West	Washington	Seattle	Women's Athletic Footwear	76.00	138	10488.00	4509.84	0.43	Online
West Gear	1128299	04/08/2020	West	Washington	Seattle	Men's Apparel	82.00	133	10906.00	4144.28	0.38	Online
West Gear	1128299	05/08/2020	West	Washington	Seattle	Women's Apparel	86.00	150	12900.00	4386.00	0.34	Online
Foot Locker	1185732	06/08/2020	West	Washington	Seattle	Men's Street Footwear	44.00	273	12012.00	6606.60	0.55	Online
Foot Locker	1185732	07/08/2020	West	Washington	Seattle	Men's Athletic Footwear	41.00	221	9061.00	4439.89	0.49	Online
Foot Locker	1185732	08/08/2020	West	Washington	Seattle	Women's Street Footwear	34.00	230	7820.00	3049.80	0.39	Online
Foot Locker	1185732	09/08/2020	West	Washington	Seattle	Women's Athletic Footwear	38.00	175	6650.00	2660.00	0.40	Online
Foot Locker	1185732	10/08/2020	Southeast	Florida	Miami	Men's Apparel	50.00	195	9750.00	4875.00	0.50	Online
Foot Locker	1185732	11/08/2020	Southeast	Florida	Miami	Women's Apparel	41.00	247	10127.00	6278.74	0.62	Online
Foot Locker	1185732	12/08/2020	Southeast	Florida	Miami	Men's Street Footwear	43.00	319	13717.00	7818.69	0.57	Online
Foot Locker	1185732	13/08/2020	Southeast	Florida	Miami	Men's Athletic Footwear	43.00	195	8385.00	4108.65	0.49	Online
Foot Locker	1185732	14/08/2020	Southeast	Florida	Miami	Women's Street Footwear	32.00	240	7680.00	2918.40	0.38	Online
West Gear	1185732	15/08/2020	Southeast	Florida	Miami	Women's Athletic Footwear	38.00	169	6422.00	2825.68	0.44	Online
Foot Locker	1185732	16/08/2020	Southeast	Florida	Miami	Men's Apparel	53.00	218	11554.00	5545.92	0.48	Online
Foot Locker	1185732	17/08/2020	Southeast	Florida	Miami	Women's Apparel	41.00	221	9061.00	5889.65	0.65	Online
Foot Locker	1185732	18/08/2020	Southeast	Florida	Miami	Men's Street Footwear	41.00	268	10988.00	6592.80	0.60	Online
Foot Locker	1185732	19/08/2020	Southeast	Florida	Miami	Men's Athletic Footwear	42.00	225	9450.00	4536.00	0.48	Online
Foot Locker	1185732	20/08/2020	Southeast	Florida	Miami	Women's Street Footwear	32.00	217	6944.00	2430.40	0.35	Online
Foot Locker	1185732	21/08/2020	Southeast	Florida	Miami	Women's Athletic Footwear	36.00	175	6300.00	2520.00	0.40	Online
Foot Locker	1185732	22/08/2020	Southeast	Florida	Miami	Men's Apparel	53.00	182	9646.00	4437.16	0.46	Online
Foot Locker	1185732	23/08/2020	Southeast	Florida	Miami	Women's Apparel	42.00	225	9450.00	6048.00	0.64	Online
Foot Locker	1185732	24/04/2020	Southeast	Florida	Miami	Men's Street Footwear	42.00	256	10752.00	6236.16	0.58	Online
Foot Locker	1185732	24/04/2020	Southeast	Florida	Miami	Men's Athletic Footwear	41.00	210	8610.00	4305.00	0.50	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Women's Street Footwear	32.00	203	6496.00	2598.40	0.40	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Women's Athletic Footwear	38.00	189	7182.00	3231.90	0.45	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Men's Apparel	52.00	196	10192.00	4586.40	0.45	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Women's Apparel	44.00	208	9152.00	5491.20	0.60	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Men's Street Footwear	52.00	300	15600.00	8736.00	0.56	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Men's Athletic Footwear	54.00	194	10476.00	5238.00	0.50	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Women's Street Footwear	47.00	188	8836.00	3269.32	0.37	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Women's Athletic Footwear	49.00	175	8575.00	3687.25	0.43	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Men's Apparel	58.00	196	11368.00	5342.96	0.47	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Women's Apparel	64.00	248	15872.00	10158.08	0.64	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Men's Street Footwear	55.00	290	15950.00	9410.50	0.59	Online
West Gear	1185732	24/04/2020	Southeast	Florida	Miami	Men's Athletic Footwear	54.00	206	11124.00	5450.76	0.49	Online
West Gear	1185732	07/09/2020	Southeast	Florida	Miami	Women's Street Footwear	49.00	208	10192.00	3567.20	0.35	Online
West Gear	1185732	08/09/2020	Southeast	Florida	Miami	Women's Athletic Footwear	47.00	217	10199.00	4079.60	0.40	Online
West Gear	1185732	09/09/2020	Southeast	Florida	Miami	Men's Apparel	62.00	233	14446.00	7078.54	0.49	Online
West Gear	1185732	10/09/2020	Southeast	Florida	Miami	Women's Apparel	63.00	259	16317.00	10606.05	0.65	Online
West Gear	1185732	11/09/2020	Southeast	Florida	Miami	Men's Street Footwear	60.00	299	17940.00	10764.00	0.60	Online
West Gear	1185732	12/09/2020	Southeast	Florida	Miami	Men's Athletic Footwear	57.00	225	12825.00	5899.50	0.46	Online
West Gear	1185732	13/09/2020	Southeast	Florida	Miami	Women's Street Footwear	50.00	215	10750.00	3977.50	0.37	Online
West Gear	1185732	14/09/2020	Southeast	Florida	Miami	Women's Athletic Footwear	53.00	233	12349.00	5310.07	0.43	Online
West Gear	1185732	15/09/2020	Southeast	Florida	Miami	Men's Apparel	61.00	208	12688.00	6217.12	0.49	Online
West Gear	1185732	16/09/2020	Southeast	Florida	Miami	Women's Apparel	67.00	244	16348.00	10626.20	0.65	Online
West Gear	1185732	17/09/2020	Southeast	Florida	Miami	Men's Street Footwear	60.00	304	18240.00	10396.80	0.57	Online
West Gear	1185732	18/09/2020	Southeast	Florida	Miami	Men's Athletic Footwear	55.00	252	13860.00	6237.00	0.45	Online
West Gear	1185732	19/09/2020	Southeast	Florida	Miami	Women's Street Footwear	53.00	231	12243.00	4529.91	0.37	Online
Foot Locker	1185732	20/09/2020	Southeast	Florida	Miami	Women's Athletic Footwear	44.00	233	10252.00	4100.80	0.40	Online
Foot Locker	1185732	21/09/2020	Southeast	Florida	Miami	Men's Apparel	52.00	225	11700.00	5265.00	0.45	Online
Foot Locker	1185732	22/09/2020	Southeast	Florida	Miami	Women's Apparel	56.00	278	15568.00	9496.48	0.61	Online
Foot Locker	1185732	23/09/2020	Southeast	Florida	Miami	Men's Street Footwear	53.00	284	15052.00	8278.60	0.55	Online
Foot Locker	1185732	24/09/2020	Southeast	Florida	Miami	Men's Athletic Footwear	46.00	255	11730.00	5278.50	0.45	Online
Sports Direct	1185732	25/09/2020	Southeast	Florida	Miami	Women's Street Footwear	41.00	225	9225.00	3413.25	0.37	Online
Sports Direct	1185732	26/09/2020	Southeast	Florida	Miami	Women's Athletic Footwear	42.00	210	8820.00	3792.60	0.43	Online
Sports Direct	1185732	27/09/2020	Southeast	Florida	Miami	Men's Apparel	50.00	210	10500.00	5250.00	0.50	Online
Sports Direct	1185732	28/09/2020	Southeast	Florida	Miami	Women's Apparel	55.00	223	12265.00	7726.95	0.63	Online
Sports Direct	1185732	29/09/2020	Southeast	Florida	Miami	Men's Street Footwear	56.00	270	15120.00	9072.00	0.60	Online
Sports Direct	1185732	30/09/2020	Southeast	Florida	Miami	Men's Athletic Footwear	47.00	215	10105.00	4547.25	0.45	Online
Sports Direct	1185732	01/10/2020	Southeast	Florida	Miami	Women's Street Footwear	47.00	203	9541.00	3720.99	0.39	Online
Sports Direct	1185732	02/10/2020	Southeast	Florida	Miami	Women's Athletic Footwear	45.00	182	8190.00	3603.60	0.44	Online
Sports Direct	1185732	03/10/2020	Southeast	Florida	Miami	Men's Apparel	57.00	189	10773.00	5386.50	0.50	Online
Sports Direct	1185732	04/10/2020	Southeast	Florida	Miami	Women's Apparel	59.00	223	13157.00	8552.05	0.65	Online
Sports Direct	1185732	05/10/2020	Southeast	Florida	Miami	Men's Street Footwear	56.00	244	13664.00	7925.12	0.58	Online
Sports Direct	1185732	06/10/2020	Southeast	Florida	Miami	Men's Athletic Footwear	49.00	224	10976.00	5268.48	0.48	Online
Sports Direct	1185732	07/10/2020	Southeast	Florida	Miami	Women's Street Footwear	46.00	224	10304.00	3812.48	0.37	Online
Sports Direct	1185732	08/10/2020	Southeast	Florida	Miami	Women's Athletic Footwear	49.00	202	9898.00	4355.12	0.44	Online
Sports Direct	1185732	09/10/2020	Southeast	Florida	Miami	Men's Apparel	64.00	195	12480.00	6240.00	0.50	Online
Sports Direct	1185732	10/10/2020	Southeast	Florida	Miami	Women's Apparel	64.00	213	13632.00	8179.20	0.60	Online
Sports Direct	1185732	24/05/2020	Southeast	Florida	Miami	Men's Street Footwear	63.00	323	20349.00	11395.44	0.56	Online
Sports Direct	1185732	24/05/2020	Southeast	Florida	Miami	Men's Athletic Footwear	51.00	254	12954.00	6088.38	0.47	Online
Sports Direct	1185732	24/05/2020	Southeast	Florida	Miami	Women's Street Footwear	52.00	248	12896.00	4771.52	0.37	Online
Sports Direct	1185732	24/05/2020	Southeast	Florida	Miami	Women's Athletic Footwear	54.00	209	11286.00	4852.98	0.43	Online
Foot Locker	1185732	24/05/2020	Southeast	Florida	Miami	Men's Apparel	60.00	202	12120.00	5938.80	0.49	Online
Foot Locker	1185732	24/05/2020	Southeast	Florida	Miami	Women's Apparel	64.00	219	14016.00	8830.08	0.63	Online
Foot Locker	1185732	17/10/2020	Southeast	Florida	Miami	Men's Street Footwear	33.00	131	4323.00	1945.35	0.45	Online
